"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"10105",12549,4,6,1987,9,"DO","F",36,36
"10106",12550,4,6,1987,3,"NL","F",32,199
"10107",12551,4,6,1987,9,"DM","M",37,52
"10108",12552,4,6,1987,4,"RM","F",16,9
"10109",12553,4,6,1987,9,"DO","F",34,66
"10110",12554,4,6,1987,4,"OL","M",20,38
"10111",12555,4,6,1987,9,"DS","F",53,144
"10112",12556,4,6,1987,4,"DM","F",33,24
"10113",12557,4,6,1987,2,"DS","M",53,137
"10114",12558,4,6,1987,9,"DM","M",36,49
"10115",12560,4,6,1987,4,"DS","F",50,164
"10116",12561,4,6,1987,8,"DS","M",53,156
"10117",12562,4,6,1987,5,"DO","F",36,46
"10118",12564,4,6,1987,9,"DO","M",33,39
"10119",12565,4,6,1987,15,"RM","M",15,10
"10120",12566,4,6,1987,8,"DO","M",36,57
"10121",12567,4,6,1987,4,"DM","M",37,50
"10122",12568,4,6,1987,13,"DM","M",36,46
"10123",12569,4,6,1987,1,"DM","M",35,42
"10124",12570,4,6,1987,11,"PE","M",19,25
"10125",12571,4,6,1987,2,"OL","M",22,32
"10126",12572,4,6,1987,8,"DM","M",36,48
"10127",12574,4,6,1987,11,"OL","M",22,36
"10128",12576,4,6,1987,1,"DS","M",49,131
"10129",12577,4,6,1987,2,"PM","M",21,25
"10130",12578,4,6,1987,5,"PM","F",21,26
"10131",12579,4,6,1987,11,"DM","M",35,41
"10132",12580,4,6,1987,1,"NL","M",31,99
"10133",12581,4,6,1987,4,"DS","M",50,142
"10134",12582,4,6,1987,8,"DS","M",49,73
"10135",12583,4,6,1987,8,"DS","F",49,125
"10136",12584,4,6,1987,1,"DS","F",49,126
"10137",12585,4,6,1987,10,"PE","M",18,16
"10138",12586,4,6,1987,8,"DM","F",33,21
"10139",12587,4,6,1987,9,"DM","M",35,48
"10140",12588,4,6,1987,13,"PE","M",21,21
"10141",12589,4,6,1987,2,"PE","M",19,22
"10142",12590,4,6,1987,15,"PM","M",21,26
"10143",12591,4,6,1987,9,"DM","M",36,42
"10144",12592,4,6,1987,7,"PE","F",21,27
"10145",12595,4,6,1987,1,"DM","M",35,53
"10146",12596,4,6,1987,2,"PM","F",21,32
"10147",12597,4,6,1987,4,"PP","M",22,19
"10148",12601,4,6,1987,11,"DM","M",37,50
"10149",12602,4,6,1987,2,"NL","M",34,260
"10150",12603,4,6,1987,5,"DO","M",38,59
"10151",12604,4,6,1987,2,"PM","M",21,25
"10152",12605,4,6,1987,9,"OL","M",21,40
"10153",12606,4,6,1987,2,"DO","M",35,52
"10154",12607,4,6,1987,7,"PE","F",21,31
"10155",12608,4,6,1987,8,"DM","F",37,46
"10156",12609,4,6,1987,7,"RM","M",16,10
"10157",12610,4,6,1987,11,"OL","F",19,29
"10158",12611,4,25,1987,6,"OL","M",39,22
"10159",12612,4,25,1987,21,"PM","M",21,27
"10160",12613,4,25,1987,20,"DM","F",36,44
"10161",12614,4,25,1987,16,"PM","M",19,24
"10162",12615,4,25,1987,21,"PE","F",20,11
"10163",12616,4,25,1987,18,"NL","F",33,148
"10164",12617,4,25,1987,24,"DM","F",36,42
"10165",12618,4,25,1987,14,"OL","F",21,42
"10166",12619,4,25,1987,18,"PE","F",21,22
"10167",12620,4,25,1987,6,"DO","F",36,50
"10168",12621,4,25,1987,12,"DO","F",33,55
"10169",12622,4,25,1987,12,"NL","M",34,234
"10170",12623,4,25,1987,21,"RM","F",15,16
"10171",12624,4,25,1987,12,"DO","M",35,59
"10172",12625,4,25,1987,12,"PP","F",22,17
"10173",12626,4,25,1987,17,"DM","M",36,49
"10174",12627,4,25,1987,14,"DM","F",35,46
"10175",12628,4,25,1987,19,"PE","F",19,15
"10176",12629,4,25,1987,14,"DM","M",35,49
"10177",12630,4,25,1987,24,"DM","M",36,46
"10178",12631,4,25,1987,17,"PM","F",20,13
"10179",12632,4,25,1987,19,"RM","M",17,11
"10180",12633,4,25,1987,12,"OL","F",21,27
"10181",12634,4,25,1987,16,"DO","M",36,57
"10182",12635,4,25,1987,19,"PE","M",19,18
"10183",12636,4,25,1987,20,"PE","M",19,18
"10184",12637,4,25,1987,17,"PE","F",21,15
"10185",12640,4,25,1987,14,"NL","F",35,211
"10186",12641,4,25,1987,18,"DM","F",35,45
"10187",12642,4,25,1987,16,"DO","F",35,49
"10188",12643,4,25,1987,6,"DO","M",35,58
"10189",12644,4,25,1987,14,"DM","F",36,45
"10190",12645,4,25,1987,17,"PE","M",21,17
"10191",12646,4,25,1987,12,"DM","M",36,48
"10192",12647,4,25,1987,18,"DM","M",36,48
"10193",12648,4,25,1987,12,"DM","F",36,30
"10194",12650,4,25,1987,22,"DO","M",36,36
"10195",12651,4,25,1987,16,"DO","M",37,53
"10196",12652,4,25,1987,12,"DM","F",37,46
"10197",12653,4,25,1987,24,"DM","M",35,42
"10198",12654,4,25,1987,17,"DO","M",35,44
"10199",12656,4,25,1987,6,"DO","M",34,41
"10200",12657,4,25,1987,21,"RM","M",17,12
"10201",12658,4,25,1987,20,"DM","M",38,50
"10202",12659,4,25,1987,16,"DO","F",34,50
"10203",12660,4,25,1987,19,"PE","M",19,13
"10204",12661,4,25,1987,6,"DO","F",35,50
"10205",12662,4,25,1987,16,"DO","M",36,56
"10206",12663,4,25,1987,14,"DM","M",36,52
"10207",12664,4,25,1987,22,"DS","M",51,126
"10208",12665,4,25,1987,6,"DO","M",36,53
"10209",12666,4,25,1987,12,"DM","F",35,56
"10210",12668,4,25,1987,17,"NL","F",32,171
"10211",12670,4,25,1987,6,"DO","M",37,54
"10212",12671,4,26,1987,1,"DM","M",37,43
"10213",12672,4,26,1987,2,"PM","F",19,24
"10214",12673,4,26,1987,3,"NL","F",29,69
"10215",12674,4,26,1987,4,"OL","F",21,29
"10216",12675,4,26,1987,10,"PE","F",18,30
"10217",12676,4,26,1987,2,"DM","M",36,46
"10218",12677,4,26,1987,3,"PM","M",21,14
"10219",12678,4,26,1987,2,"NL","M",30,79
"10220",12679,4,26,1987,4,"DM","M",36,33
"10221",12680,4,26,1987,11,"PP","M",22,21
"10222",12682,4,26,1987,7,"PE","F",20,31
"10223",12683,4,26,1987,9,"DS","M",47,62
"10224",12684,4,26,1987,5,"DO","M",37,56
"10225",12685,4,26,1987,8,"DS","M",53,157
"10226",12686,4,26,1987,13,"DM","M",37,49
"10227",12687,4,26,1987,5,"PP","F",21,20
"10228",12688,4,26,1987,2,"DS","M",52,134
"10229",12689,4,26,1987,9,"DM","M",36,54
"10230",12690,4,26,1987,1,"DS","F",47,79
"10231",12691,4,26,1987,9,"NL","F",34,117
"10232",12692,4,26,1987,1,"DS","M",46,69
"10233",12693,4,26,1987,3,"PP","F",20,18
"10234",12694,4,26,1987,5,"DO","F",36,49
"10235",12695,4,26,1987,4,"DM","M",37,50
"10236",12697,4,26,1987,8,"DM","M",34,44
"10237",12698,4,26,1987,1,"DM","M",35,46
"10238",12699,4,26,1987,4,"DS","F",46,127
"10239",12700,4,26,1987,3,"RM","F",15,12
"10240",12701,4,26,1987,9,"DS","F",52,150
"10241",12702,4,26,1987,2,"DO","M",34,50
"10242",12703,4,26,1987,1,"NL","F",30,63
"10243",12704,4,26,1987,8,"DS","F",50,136
"10244",12705,4,26,1987,9,"DO","M",36,42
"10245",12706,4,26,1987,8,"DO","M",35,58
"10246",12707,4,26,1987,2,"DO","F",35,53
"10247",12708,4,26,1987,2,"NL","F",28,72
"10248",12709,4,26,1987,11,"PE","M",18,26
"10249",12710,4,26,1987,1,"DS","M",51,137
"10250",12711,4,26,1987,3,"PP","M",19,19
"10251",12712,4,26,1987,9,"DM","F",37,40
"10252",12713,4,26,1987,1,"DS","F",51,152
"10253",12714,4,26,1987,3,"PM","M",21,21
"10254",12715,4,26,1987,11,"DS","F",46,50
"10255",12716,4,26,1987,3,"PP","F",24,17
"10256",12717,4,26,1987,3,"PM","M",20,14
"10257",12718,4,26,1987,9,"DM","M",36,47
"10258",12719,4,26,1987,8,"DS","M",51,102
"10259",12720,4,26,1987,13,"PE","M",21,23
"10260",12721,4,26,1987,9,"NL","M",32,247
"10261",12722,4,26,1987,8,"PE","M",21,18
"10262",12723,4,26,1987,5,"PM","F",21,21
"10263",12724,4,26,1987,7,"PE","F",20,28
"10264",12725,4,26,1987,4,"DM","F",35,47
"10265",12726,4,26,1987,9,"DM","F",37,49
"10266",12727,4,26,1987,4,"DS","M",52,139
"10267",12728,4,26,1987,11,"DM","F",37,48
"10268",12729,4,26,1987,2,"NL","M",32,270
"10269",12730,4,26,1987,11,"DM","F",37,45
"10270",12731,4,26,1987,2,"PE","M",21,21
"10271",12732,4,26,1987,11,"DM","M",36,47
"10272",12733,4,26,1987,1,"DM","M",37,52
"10273",12734,4,26,1987,9,"DM","M",36,44
"10274",12736,5,28,1987,18,"DM","M",36,44
"10275",12737,5,28,1987,20,"PE","M",20,20
"10276",12738,5,28,1987,2,"OL","F",19,30
"10277",12739,5,28,1987,3,"NL","F",30,192
"10278",12740,5,28,1987,14,"DM","F",36,46
"10279",12741,5,28,1987,16,"PM","F",20,18
"10280",12743,5,28,1987,15,"PM","M",20,20
"10281",12744,5,28,1987,12,"DO","F",36,51
"10282",12745,5,28,1987,23,"PM","F",19,31
"10283",12746,5,28,1987,18,"DO","F",34,36
"10284",12748,5,28,1987,11,"NL","F",31,150
"10285",12749,5,28,1987,9,"DO","M",35,52
"10286",12750,5,28,1987,1,"DM","M",34,44
"10287",12751,5,28,1987,3,"PM","M",19,14
"10288",12752,5,28,1987,10,"RM","M",17,8
"10289",12753,5,28,1987,13,"NL","M",32,115
"10290",12754,5,28,1987,17,"DM","M",35,47
"10291",12755,5,28,1987,6,"DO","M",35,32
"10292",12756,5,28,1987,2,"NL","F",30,99
"10293",12757,5,28,1987,15,"PM","M",18,14
"10294",12758,5,28,1987,12,"OT","M",19,24
"10295",12759,5,28,1987,9,"DO","M",34,45
"10296",12760,5,28,1987,7,"RM","M",14,12
"10297",12762,5,28,1987,17,"PM","M",19,17
"10298",12763,5,28,1987,24,"NL","F",32,153
"10299",12764,5,28,1987,2,"DM","F",36,45
"10300",12765,5,28,1987,15,"PM","F",20,23
"10301",12767,5,28,1987,1,"DM","M",36,44
"10302",12769,5,28,1987,11,"DM","M",37,46
"10303",12770,5,28,1987,15,"PE","F",19,25
"10304",12771,5,28,1987,18,"DM","M",36,47
"10305",12772,5,28,1987,24,"PM","M",22,25
"10306",12773,5,28,1987,3,"RM","F",15,12
"10307",12774,5,28,1987,4,"OL","M",21,35
"10308",12775,5,28,1987,9,"DS","F",52,164
"10309",12776,5,28,1987,13,"OL","M",18,29
"10310",12778,5,28,1987,15,"PE","M",19,18
"10311",12779,5,28,1987,12,"PE","M",19,23
"10312",12780,5,28,1987,2,"DM","M",35,44
"10313",12781,5,28,1987,14,"DM","F",34,45
"10314",12782,5,28,1987,16,"PM","F",20,22
"10315",12783,5,28,1987,22,"DM","F",36,54
"10316",12784,5,28,1987,23,"RM","F",15,13
"10317",12785,5,28,1987,2,"PM","F",20,18
"10318",12786,5,28,1987,19,"RM","F",18,11
"10319",12787,5,28,1987,12,"OL","M",21,29
"10320",12788,5,28,1987,20,"DM","F",37,45
"10321",12789,5,28,1987,2,"DO","F",34,55
"10322",12790,5,28,1987,2,"DS","M",49,139
"10323",12791,5,28,1987,5,"DO","M",34,48
"10324",12792,5,28,1987,8,"DO","M",35,59
"10325",12793,5,28,1987,14,"DM","M",36,53
"10326",12795,5,28,1987,1,"NL","F",32,169
"10327",12796,5,28,1987,4,"DM","M",37,51
"10328",12797,5,28,1987,11,"DM","M",35,47
"10329",12798,5,28,1987,24,"PE","F",20,27
"10330",12799,5,28,1987,23,"PM","F",20,20
"10331",12800,5,28,1987,4,"DS","F",49,124
"10332",12801,5,28,1987,9,"DM","M",35,47
"10333",12802,5,28,1987,17,"DO","M",36,42
"10334",12803,5,28,1987,23,"RM","M",16,8
"10335",12804,5,28,1987,9,"DM","M",35,50
"10336",12805,5,28,1987,6,"DO","F",35,45
"10337",12806,5,28,1987,1,"DS","M",47,80
"10338",12807,5,28,1987,9,"DM","M",36,44
"10339",12808,5,28,1987,19,"PP","M",21,22
"10340",12810,5,28,1987,1,"NL","M",31,75
"10341",12811,5,28,1987,20,"PE","F",20,17
"10342",12812,5,28,1987,4,"DM","M",34,30
"10343",12813,5,28,1987,13,"DM","M",37,46
"10344",12814,5,28,1987,4,"OL","F",19,33
"10345",12815,5,28,1987,9,"DM","M",36,47
"10346",12817,5,28,1987,12,"DM","F",36,45
"10347",12818,5,28,1987,22,"DS","F",52,142
"10348",12819,5,28,1987,20,"NL","F",31,220
"10349",12820,5,28,1987,8,"DS","F",50,134
"10350",12821,5,28,1987,13,"PE","F",19,24
"10351",12822,5,28,1987,18,"DM","F",35,41
"10352",12825,5,28,1987,1,"DM","F",38,45
"10353",12826,5,28,1987,2,"PM","F",21,27
"10354",12827,5,28,1987,11,"OL","F",20,30
"10355",12828,5,28,1987,9,"DM","F",35,37
"10356",12830,5,28,1987,21,"RM","F",14,9
"10357",12831,5,28,1987,5,"DO","M",37,58
"10358",12833,5,28,1987,17,"RM","M",15,11
"10359",12835,5,28,1987,7,"RM","F",17,7
"10360",12836,5,28,1987,18,"DM","M",36,48
"10361",12837,5,28,1987,12,"DM","F",35,43
"10362",12838,5,28,1987,19,"PE","F",20,21
"10363",12839,5,28,1987,1,"RM","F",15,13
"10364",12840,5,28,1987,3,"PP","M",21,19
"10365",12841,5,28,1987,9,"DM","F",31,46
"10366",12843,5,28,1987,11,"PP","M",24,20
"10367",12844,5,28,1987,8,"DM","M",36,47
"10368",12845,5,28,1987,13,"DM","F",36,24
"10369",12846,5,28,1987,17,"NL","F",33,179
"10370",12847,5,28,1987,24,"DM","F",35,45
"10371",12848,5,28,1987,6,"DO","M",36,55
"10372",12849,5,28,1987,20,"DM","M",35,47
"10373",12850,5,28,1987,14,"DO","M",34,44
"10374",12851,5,28,1987,24,"PM","M",20,24
"10375",12853,5,28,1987,20,"PE","M",20,18
"10376",12854,5,28,1987,2,"DO","M",34,50
"10377",12855,5,28,1987,13,"DO","M",36,53
"10378",12857,5,28,1987,17,"DO","M",38,40
"10379",12859,5,28,1987,12,"PE","F",19,18
"10380",12860,5,28,1987,16,"RM","F",15,8
"10381",12861,5,28,1987,19,"PM","M",19,25
"10382",12862,5,28,1987,11,"DM","F",37,45
"10383",12863,5,28,1987,19,"PE","M",21,19
"10384",12864,5,28,1987,12,"DM","M",38,48
"10385",12865,5,28,1987,4,"DM","F",34,46
"10386",12866,5,28,1987,8,"DM","F",35,47
"10387",12867,5,28,1987,16,"PM","M",16,12
"10388",12868,5,28,1987,24,"DM","M",36,51
"10389",12870,5,28,1987,22,"DS","M",51,143
"10390",12871,5,28,1987,2,"NL","M",32,278
"10391",12872,5,28,1987,4,"DS","M",51,138
"10392",12873,5,28,1987,9,"NL","F",31,177
"10393",12876,5,28,1987,22,"NL","M",30,55
"10394",12878,5,28,1987,1,"PM","F",20,19
"10395",12879,5,28,1987,1,"DS","F",48,125
"10396",12880,5,28,1987,22,"OL","M",20,27
"10397",12882,5,28,1987,20,"DM","M",35,40
"10398",12883,5,28,1987,1,"DM","M",38,54
"10399",12885,5,28,1987,7,"RM","M",15,10
"10400",12886,6,30,1987,6,"DO","M",36,43
"10401",12887,6,30,1987,22,"DM","M",35,25
"10402",12889,6,30,1987,16,"PM","F",19,20
"10403",12890,6,30,1987,17,"PE","F",21,23
"10404",12891,6,30,1987,18,"DM","F",35,33
"10405",12892,6,30,1987,14,"DM","M",35,28
"10406",12893,6,30,1987,16,"RM","F",16,12
"10407",12894,6,30,1987,6,"PM","M",21,25
"10408",12895,6,30,1987,19,"PE","M",18,20
"10409",12896,6,30,1987,6,"DM","M",35,50
"10410",12897,6,30,1987,17,"DM","M",37,36
"10411",12898,6,30,1987,12,"DO","F",35,53
"10412",12899,6,30,1987,21,"RM","F",14,6
"10413",12900,6,30,1987,14,"OL","M",20,31
"10414",12901,6,30,1987,6,"DO","F",33,38
"10415",12902,6,30,1987,12,"PP","F",21,15
"10416",12903,6,30,1987,18,"DM","M",38,44
"10417",12904,6,30,1987,18,"DM","M",35,46
"10418",12905,6,30,1987,24,"PE","M",21,17
"10419",12907,6,30,1987,18,"DM","F",35,41
"10420",12908,6,30,1987,14,"DM","M",36,32
"10421",12909,6,30,1987,18,"OT","M",21,23
"10422",12910,6,30,1987,23,"PE","M",20,24
"10423",12912,6,30,1987,14,"DM","F",36,43
"10424",12913,6,30,1987,6,"OT","M",21,25
"10425",12914,6,30,1987,19,"RM","F",17,11
"10426",12915,6,30,1987,24,"DM","F",36,51
"10427",12916,6,30,1987,12,"DM","M",37,48
"10428",12917,6,30,1987,6,"PE","M",20,15
"10429",12918,6,30,1987,24,"DM","M",37,45
"10430",12919,6,30,1987,6,"DO","M",38,55
"10431",12920,6,30,1987,21,"PM","M",16,23
"10432",12921,6,30,1987,18,"DM","M",36,49
"10433",12922,6,30,1987,22,"DS","M",50,100
"10434",12923,6,30,1987,21,"RM","F",17,8
"10435",12924,6,30,1987,20,"NL","F",30,80
"10436",12926,6,30,1987,14,"PM","M",20,22
"10437",12927,6,30,1987,20,"NL","F",30,105
"10438",12928,6,30,1987,17,"RM","F",14,8
"10439",12929,6,30,1987,18,"OT","F",19,16
"10440",12930,6,30,1987,19,"PP","M",23,21
"10441",12931,6,30,1987,24,"DM","F",37,44
"10442",12932,6,30,1987,18,"NL","M",30,72
"10443",12933,6,30,1987,21,"RM","F",14,11
"10444",12934,6,30,1987,17,"DO","M",37,51
"10445",12935,6,30,1987,12,"DM","M",32,45
"10446",12936,6,30,1987,23,"PE","M",20,24
"10447",12937,6,30,1987,20,"DM","M",35,47
"10448",12939,6,30,1987,17,"DO","F",37,58
"10449",12940,6,30,1987,12,"PE","F",20,21
"10450",12941,6,30,1987,22,"DM","M",35,39
"10451",12943,6,30,1987,14,"DM","M",36,53
"10452",12944,6,30,1987,14,"DO","F",35,46
"10453",12945,6,30,1987,12,"DM","M",33,21
"10454",12946,6,30,1987,23,"PE","F",19,20
"10455",12947,6,30,1987,20,"DM","M",35,42
"10456",12948,6,30,1987,17,"NL","F",33,190
"10457",12949,6,30,1987,24,"DM","M",36,50
"10458",12950,6,30,1987,16,"PM","M",20,11
"10459",12952,6,30,1987,21,"RM","M",17,13
"10460",12953,6,30,1987,17,"DO","M",38,45
"10461",12954,6,30,1987,19,"PM","F",20,26
"10462",12955,6,30,1987,12,"DM","F",33,48
"10463",12957,6,30,1987,22,"DS","M",51,120
"10464",12958,6,30,1987,14,"DM","F",36,42
"10465",12959,6,30,1987,23,"PM","F",21,24
"10466",12960,7,1,1987,2,"OL","M",21,32
"10467",12961,7,1,1987,5,"PM","M",18,12
"10468",12962,7,1,1987,9,"DO","M",37,54
"10469",12963,7,1,1987,3,"PP","F",23,24
"10470",12964,7,1,1987,4,"DM","M",37,52
"10471",12965,7,1,1987,15,"OT","F",20,24
"10472",12966,7,1,1987,2,"DM","M",34,47
"10473",12967,7,1,1987,9,"OT","F",20,29
"10474",12968,7,1,1987,5,"NL","F",32,171
"10475",12969,7,1,1987,2,"OL","F",18,29
"10476",12972,7,1,1987,2,"DM","F",33,25
"10477",12973,7,1,1987,8,"DS","M",56,143
"10478",12974,7,1,1987,3,"PP","F",23,23
"10479",12976,7,1,1987,1,"DM","M",36,26
"10480",12977,7,1,1987,10,"PM","F",20,21
"10481",12978,7,1,1987,3,"RM","M",15,6
"10482",12979,7,1,1987,4,"DM","F",35,26
"10483",12980,7,1,1987,8,"DO","M",36,58
"10484",12981,7,1,1987,2,"DS","M",52,130
"10485",12982,7,1,1987,8,"DM","M",38,46
"10486",12983,7,1,1987,9,"DM","M",37,43
"10487",12984,7,1,1987,3,"RM","M",16,10
"10488",12985,7,1,1987,4,"DS","F",51,125
"10489",12986,7,1,1987,13,"RM","M",17,12
"10490",12987,7,1,1987,13,"RM","F",17,5
"10491",12988,7,1,1987,4,"DS","M",53,92
"10492",12989,7,1,1987,7,"RM","F",17,14
"10493",12990,7,1,1987,1,"NL","M",32,100
"10494",12991,7,1,1987,3,"RM","F",16,12
"10495",12992,7,1,1987,1,"DS","M",44,39
"10496",12993,7,1,1987,5,"DO","F",35,44
"10497",12994,7,1,1987,13,"DM","M",35,54
"10498",12995,7,1,1987,5,"PM","M",22,23
"10499",12996,7,1,1987,15,"PM","M",22,21
"10500",12997,7,1,1987,2,"NL","F",30,136
"10501",12998,7,1,1987,4,"DM","F",37,45
"10502",12999,7,1,1987,7,"RM","F",16,12
"10503",13000,7,1,1987,5,"DO","M",37,60
"10504",13004,7,1,1987,1,"DS","F",47,121
"10505",13005,7,1,1987,8,"DM","F",35,50
"10506",13006,7,1,1987,11,"DM","M",35,44
"10507",13007,7,1,1987,2,"DO","F",36,50
"10508",13008,7,1,1987,9,"DM","M",36,45
"10509",13009,7,1,1987,1,"DM","M",35,43
"10510",13010,7,1,1987,2,"PE","F",21,21
"10511",13011,7,1,1987,4,"DM","F",34,28
"10512",13012,7,1,1987,4,"DS","M",52,141
"10513",13013,7,1,1987,11,"DM","M",36,47
"10514",13014,7,1,1987,9,"DM","M",35,49
"10515",13015,7,1,1987,13,"DM","F",36,37
"10516",13016,7,1,1987,9,"OL","M",20,30
"10517",13017,7,1,1987,1,"DS","F",46,45
"10518",13018,7,1,1987,2,"DO","M",35,52
"10519",13019,7,1,1987,11,"DM","F",38,49
"10520",13020,7,1,1987,4,"DM","M",36,38
"10521",13021,7,1,1987,5,"PM","F",21,25
"10522",13023,7,1,1987,1,"DM","M",38,55
"10523",13024,7,1,1987,5,"DO","M",37,53
"10524",13025,7,1,1987,2,"NL","M",33,260
"10525",13026,7,1,1987,3,"PP","M",22,17
"10526",13027,7,1,1987,4,"RM","F",15,11
"10527",13028,7,1,1987,13,"DO","M",36,52
"10528",13029,7,1,1987,7,"RM","F",17,14
"10529",13030,7,1,1987,13,"RM","F",17,10
"10530",13031,7,1,1987,1,"NL","F",32,118
"10531",13032,7,1,1987,8,"DM","M",36,29
"10532",13033,7,1,1987,9,"DM","F",35,47
"10533",13034,7,1,1987,8,"DM","M",39,48
"10534",13035,7,1,1987,13,"DO","F",37,57
"10535",13179,7,26,1987,3,"PP","M",22,11
"10536",13192,8,25,1987,21,"RM","F",14,10
"10537",13193,8,25,1987,20,"DM","F",34,34
"10538",13194,8,25,1987,12,"OL","F",20,26
"10539",13195,8,25,1987,6,"DO","M",37,48
"10540",13196,8,25,1987,12,"PP","F",22,18
"10541",13199,8,25,1987,14,"DM","F",37,49
"10542",13201,8,25,1987,16,"PE","M",22,23
"10543",13202,8,25,1987,22,"DM","M",37,38
"10544",13203,8,25,1987,22,"DM","M",36,46
"10545",13204,8,25,1987,18,"DM","M",37,47
"10546",13205,8,25,1987,12,"DO","F",37,51
"10547",13206,8,25,1987,16,"PE","F",22,24
"10548",13207,8,25,1987,14,"DM","M",35,38
"10549",13208,8,25,1987,24,"OT","M",20,23
"10550",13210,8,25,1987,14,"PM","M",21,25
"10551",13211,8,25,1987,23,"RM","F",14,11
"10552",13212,8,25,1987,16,"PE","F",22,25
"10553",13213,8,25,1987,20,"DM","F",33,25
"10554",13214,8,25,1987,22,"OT","M",22,20
"10555",13215,8,25,1987,24,"DM","F",36,30
"10556",13216,8,25,1987,24,"DM","M",35,42
"10557",13217,8,25,1987,12,"DO","F",35,24
"10558",13218,8,25,1987,23,"RM","F",14,15
"10559",13219,8,25,1987,24,"PE","F",19,29
"10560",13220,8,25,1987,18,"PE","F",20,29
"10561",13221,8,25,1987,18,"DM","M",36,34
"10562",13222,8,25,1987,18,"DM","F",35,48
"10563",13223,8,25,1987,20,"DM","F",35,44
"10564",13224,8,25,1987,20,"DM","M",36,40
"10565",13225,8,25,1987,22,"OT","F",16,5
"10566",13226,8,25,1987,17,"RM","F",17,11
"10567",13227,8,25,1987,22,"DS","F",48,136
"10568",13228,8,25,1987,6,"DO","M",37,54
"10569",13229,8,25,1987,18,"OL","M",20,28
"10570",13230,8,25,1987,21,"PM","M",20,22
"10571",13231,8,25,1987,14,"DM","M",36,44
"10572",13232,8,25,1987,17,"DO","M",36,54
"10573",13233,8,25,1987,22,"NL","F",29,110
"10574",13234,8,25,1987,19,"PM","M",20,17
"10575",13235,8,25,1987,17,"NL","F",32,96
"10576",13236,8,25,1987,14,"OL","F",20,34
"10577",13237,8,25,1987,18,"DM","M",37,44
"10578",13238,8,25,1987,20,"PE","M",19,19
"10579",13239,8,25,1987,6,"PP","F",21,15
"10580",13240,8,25,1987,12,"RM","F",14,9
"10581",13241,8,25,1987,18,"NL","M",34,142
"10582",13242,8,25,1987,17,"DO","M",37,54
"10583",13243,8,25,1987,14,"DM","M",35,40
"10584",13244,8,25,1987,24,"DM","F",36,47
"10585",13245,8,25,1987,21,"NL","F",32,150
"10586",13246,8,25,1987,6,"DO","F",37,44
"10587",13247,8,25,1987,16,"PM","M",19,8
"10588",13248,8,25,1987,20,"DM","M",37,48
"10589",13249,8,25,1987,12,"DM","M",37,43
"10590",13250,8,25,1987,19,"PP","F",22,15
"10591",13251,8,25,1987,17,"DO","M",36,52
"10592",13252,8,25,1987,20,"DM","M",35,42
"10593",13253,8,25,1987,12,"DM","F",36,40
"10594",13254,8,26,1987,1,"PM","M",21,16
"10595",13255,8,26,1987,3,"SH","F",30,78
"10596",13257,8,26,1987,5,"DM","F",37,45
"10597",13258,8,26,1987,9,"DS","F",52,156
"10598",13259,8,26,1987,8,"NL","F",32,120
"10599",13260,8,26,1987,15,"RM","F",16,12
"10600",13262,8,26,1987,15,"OT","M",20,22
"10601",13263,8,26,1987,4,"OL","F",20,36
"10602",13264,8,26,1987,9,"DO","M",35,50
"10603",13265,8,26,1987,5,"DO","M",37,54
"10604",13267,8,26,1987,2,"DM","F",37,44
"10605",13268,8,26,1987,4,"OL","M",21,31
"10606",13269,8,26,1987,13,"DO","F",36,49
"10607",13270,8,26,1987,9,"NL","F",31,90
"10608",13271,8,26,1987,15,"PM","F",20,25
"10609",13272,8,26,1987,3,"PP","F",22,20
"10610",13273,8,26,1987,15,"OT","F",20,26
"10611",13274,8,26,1987,5,"DO","F",35,45
"10612",13276,8,26,1987,11,"PE","M",19,15
"10613",13277,8,26,1987,15,"RM","F",15,11
"10614",13278,8,26,1987,7,"PM","M",20,30
"10615",13279,8,26,1987,1,"DS","M",48,100
"10616",13280,8,26,1987,3,"PP","F",21,14
"10617",13281,8,26,1987,4,"DM","M",37,51
"10618",13282,8,26,1987,8,"DO","M",36,54
"10619",13283,8,26,1987,9,"DM","M",35,45
"10620",13284,8,26,1987,1,"DM","M",36,45
"10621",13285,8,26,1987,11,"DM","M",37,38
"10622",13287,8,26,1987,15,"PE","M",20,19
"10623",13288,8,26,1987,4,"DS","F",47,120
"10624",13289,8,26,1987,13,"DM","F",36,41
"10625",13290,8,26,1987,10,"PM","M",21,28
"10626",13291,8,26,1987,2,"DO","M",36,53
"10627",13292,8,26,1987,1,"NL","F",27,133
"10628",13293,8,26,1987,8,"OT","M",20,24
"10629",13294,8,26,1987,4,"DM","M",33,29
"10630",13295,8,26,1987,1,"DM","M",36,46
"10631",13296,8,26,1987,4,"DM","F",32,35
"10632",13297,8,26,1987,5,"DO","M",36,56
"10633",13298,8,26,1987,8,"DS","F",46,68
"10634",13299,8,26,1987,15,"RM","M",16,12
"10635",13300,8,26,1987,13,"NL","M",32,170
"10636",13301,8,26,1987,1,"DM","M",35,38
"10637",13302,8,26,1987,1,"PM","M",20,22
"10638",13303,8,26,1987,11,"DM","F",36,45
"10639",13304,8,26,1987,10,"PM","M",21,28
"10640",13305,8,26,1987,1,"DM","F",37,54
"10641",13306,8,26,1987,3,"PP","F",24,20
